ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReconciliationNote,LoadedAt
1992,032-460-02,032-460-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1994,032-460-04,032-460-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1995,032-460-05,032-460-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1996,032-460-06,032-460-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1997,032-460-07,032-460-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1998,032-460-08,032-460-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Units were counted under 032-211-13,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2001,033-180-06,033-180-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2004,033-245-04,033-245-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2009,033-253-03,033-253-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2010,033-254-08,033-254-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2011,033-255-06,033-255-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2012,033-255-08,033-255-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2028,033-283-14,033-283-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2032,033-332-31,033-332-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2036,033-371-20,033-371-020,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2041,033-441-23,033-441-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2052,033-453-01,033-453-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2055,033-454-08,033-454-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2056,033-455-04,033-455-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2067,033-471-17,033-471-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2070,033-475-04,033-475-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2072,033-493-09,033-493-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2080,033-561-04,033-561-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2084,033-563-03,033-563-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Previous residence was lost in 2007 Angora Fire - Unit was banked in 2009,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2106,033-822-06,033-822-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2121,034-111-05,034-111-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2122,034-111-07,034-111-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2126,034-181-25,034-181-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2128,034-192-04,034-192-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2137,034-261-10,034-261-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2151,034-300-24,034-300-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2155,034-381-06,034-381-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2157,034-531-06,034-531-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2171,034-722-05,034-722-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2208,035-286-11,035-286-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2216,036-010-08,036-010-008,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2235,036-554-09,036-554-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2254,081-066-08,081-066-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2260,081-111-01,081-111-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2262,083-032-029,083-032-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2273,083-061-006,083-061-006,SFRUU_or_MFRUU_TBD,2023,,,-3,qa_correction,"Parcel Number only for 1 unit. Should be 1 unit, not 3",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2274,083-061-009,083-061-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2275,083-061-021,083-061-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2278,083-061-052,083-061-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2279,083-061-053,083-061-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2280,083-061-054,083-061-054,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2328,083-153-015,083-153-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2332,083-162-024,083-162-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2340,083-202-005,083-202-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2378,084-060-003,084-060-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2379,084-060-004,084-060-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2410,084-121-001,084-121-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Correction - vacant, should be zero",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2420,084-132-008,084-132-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2421,084-132-011,084-132-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2428,084-151-019,084-151-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2437,085-020-048,085-020-048,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant Parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2446,085-050-027,085-050-027,SFRUU_or_MFRUU_TBD,2023,,,-3,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2496,085-325-003,085-325-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2499,085-344-006,085-344-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2502,090-046-005,090-046-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2510,090-064-013,090-064-013,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2579,090-121-027,090-121-027,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2602,090-126-021,090-126-021,SFRUU_or_MFRUU_TBD,2023,,,-9,qa_correction,Vacant - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2604,090-126-024,090-126-024,SFRUU_or_MFRUU_TBD,2023,,,-8,qa_correction,Vacant - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2614,090-134-030,090-134-030,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2627,090-141-024,090-141-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2636,090-142-012,090-142-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2659,090-181-012,090-181-012,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2678,090-182-011,090-182-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2684,090-191-013,090-191-013,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2702,090-202-006,090-202-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2724,090-243-005,090-243-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2728,090-261-023,090-261-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2732,090-263-004,090-263-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2737,090-272-003,090-272-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2739,090-291-006,090-291-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2780,091-220-007,091-220-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2781,091-230-002,091-230-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2783,092-040-010,092-040-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2786,092-083-019,092-083-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2790,092-090-047,092-090-047,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2795,092-100-025,092-100-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2810,092-154-029,092-154-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2820,092-190-053,092-190-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Correction - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2821,092-190-053,092-190-053,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2822,092-200-005,092-200-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2841,093-060-021,093-060-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
2926,094-160-015,094-160-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3003,097-082-012,097-082-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3011,097-100-016,097-100-016,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3018,097-111-002,097-111-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3022,097-122-002,097-122-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3025,097-122-015,097-122-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3043,097-181-005,097-181-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3048,097-193-009,097-193-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3056,098-052-004,098-052-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3057,098-052-005,098-052-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3072,098-169-013,098-169-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3095,098-210-016,098-210-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3179,112-180-024,112-180-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3180,112-180-038,112-180-038,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3188,112-190-038,112-190-038,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3189,112-190-039,112-190-039,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3199,112-220-029,112-220-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3204,112-230-009,112-230-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3205,112-230-011,112-230-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3230,115-030-063,115-030-063,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3231,115-030-064,115-030-064,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3245,115-050-480,115-050-480,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3255,115-070-011,115-070-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3256,115-070-012,115-070-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3261,116-060-017,116-060-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3263,116-210-008,116-210-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3264,116-210-009,116-210-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3270,116-220-056,116-220-056,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3271,116-220-057,116-220-057,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3275,117-010-004,117-010-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3289,117-030-022,117-030-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3291,117-050-007,117-050-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3292,117-050-009,117-050-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3296,117-060-002,117-060-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
3298,117-060-022,117-060-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
