ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt
1785,032-410-01,032-410-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1786,032-410-02,032-410-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1787,032-410-03,032-410-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1788,032-410-04,032-410-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1789,032-410-05,032-410-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1790,032-410-06,032-410-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1791,032-410-07,032-410-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1792,032-410-08,032-410-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1793,032-410-09,032-410-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1794,032-410-10,032-410-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1795,032-410-11,032-410-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1796,032-410-12,032-410-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1797,032-410-13,032-410-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1798,032-410-14,032-410-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1799,032-410-15,032-410-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1800,032-410-16,032-410-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1801,032-410-17,032-410-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1802,032-410-18,032-410-018,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1803,032-410-19,032-410-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1804,032-410-20,032-410-020,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1805,032-410-21,032-410-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1806,032-410-22,032-410-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1807,032-410-23,032-410-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1808,032-410-24,032-410-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1809,032-410-25,032-410-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1810,032-410-26,032-410-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1811,032-410-27,032-410-027,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1812,032-410-28,032-410-028,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1813,032-410-29,032-410-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1814,032-410-30,032-410-030,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1815,032-410-31,032-410-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1816,032-410-32,032-410-032,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1817,032-410-33,032-410-033,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1818,032-410-34,032-410-034,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1819,032-410-35,032-410-035,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1820,032-410-36,032-410-036,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1821,032-410-37,032-410-037,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1822,032-410-38,032-410-038,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1823,032-410-39,032-410-039,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1824,032-410-40,032-410-040,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1825,032-410-41,032-410-041,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1826,032-410-42,032-410-042,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1827,032-410-43,032-410-043,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1828,032-410-44,032-410-044,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1829,032-410-45,032-410-045,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1830,032-410-46,032-410-046,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1831,032-410-47,032-410-047,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1832,032-410-48,032-410-048,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1833,032-410-49,032-410-049,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1834,032-410-50,032-410-050,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1835,032-410-51,032-410-051,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1836,032-410-52,032-410-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1837,032-410-53,032-410-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1838,032-410-54,032-410-054,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1839,032-410-55,032-410-055,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1840,032-410-56,032-410-056,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1841,032-410-57,032-410-057,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1842,032-410-58,032-410-058,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1843,032-410-59,032-410-059,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1844,032-410-60,032-410-060,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1845,032-410-61,032-410-061,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1846,032-410-62,032-410-062,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1847,032-410-63,032-410-063,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1848,032-410-64,032-410-064,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1849,032-410-65,032-410-065,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1850,032-410-66,032-410-066,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1851,032-410-67,032-410-067,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1852,032-410-68,032-410-068,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1853,032-410-69,032-410-069,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1854,032-410-70,032-410-070,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1855,032-410-71,032-410-071,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1856,032-410-72,032-410-072,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1857,032-410-73,032-410-073,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1858,032-410-74,032-410-074,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1859,032-410-75,032-410-075,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1860,032-410-76,032-410-076,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1861,032-410-77,032-410-077,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1862,032-410-78,032-410-078,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1863,032-410-79,032-410-079,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1864,032-410-80,032-410-080,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1865,032-410-81,032-410-081,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1866,032-410-82,032-410-082,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1867,032-410-83,032-410-083,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1868,032-410-84,032-410-084,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1869,032-410-85,032-410-085,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1870,032-410-86,032-410-086,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1871,032-410-87,032-410-087,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1872,032-410-88,032-410-088,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1873,032-410-89,032-410-089,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1874,032-410-90,032-410-090,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1875,032-410-91,032-410-091,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1876,032-410-92,032-410-092,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1877,032-410-93,032-410-093,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1878,032-410-94,032-410-094,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1879,032-410-95,032-410-095,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1880,032-410-96,032-410-096,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1881,032-410-97,032-410-097,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1882,032-410-98,032-410-098,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1883,032-410-99,032-410-099,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1884,032-411-00,032-411-000,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1885,032-411-01,032-411-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1886,032-411-02,032-411-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1887,032-411-03,032-411-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1888,032-411-04,032-411-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1889,032-411-05,032-411-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1890,032-411-06,032-411-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1891,032-411-07,032-411-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1892,032-411-08,032-411-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1893,032-411-09,032-411-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1894,032-411-10,032-411-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1895,032-411-45,032-411-045,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1896,032-411-46,032-411-046,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1897,032-411-47,032-411-047,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1898,032-411-48,032-411-048,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1899,032-411-49,032-411-049,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1900,032-411-50,032-411-050,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1901,032-411-51,032-411-051,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1902,032-411-52,032-411-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1903,032-411-53,032-411-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1904,032-411-54,032-411-054,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1905,032-411-55,032-411-055,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1906,032-411-56,032-411-056,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1907,032-411-57,032-411-057,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1908,032-411-58,032-411-058,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1909,032-411-59,032-411-059,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1910,032-411-60,032-411-060,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1911,032-411-61,032-411-061,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1912,032-411-62,032-411-062,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1913,032-411-63,032-411-063,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1914,032-411-64,032-411-064,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1915,032-411-65,032-411-065,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1916,032-411-66,032-411-066,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1917,032-411-67,032-411-067,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1918,032-411-68,032-411-068,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1919,032-411-69,032-411-069,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1920,032-411-70,032-411-070,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
1921,032-411-71,032-411-071,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Tahoe Verde mobile home park. 265 units are counted under 032-301-11,,Ken,2026-05-04T07:57:36.418395+00:00
